ResRoommates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tenant_Code,Ext_Ref_Tenant_Id,Roommate_PhoneNumber1,Roommate_PhoneNumber2,Roommate_PhoneNumber3,Roommate_PhoneNumber4,Roommate_UserDefined0,Roommate_UserDefined1,Roommate_UserDefined2,Roommate_UserDefined3,Roommate_UserDefined4,Roommate_UserDefined5,Roommate_UserDefined6,Roommate_UserDefined7,Roommate_UserDefined8,Roommate_UserDefined9,Roommate_SSN,Property_Code,Ref_Property_ID,Unit_Code,Ref_Unit_Id,Ext_Ref_Roommate_Id,Roommate_Salutation,Roommate_LastName,Roommate_FirstName,Roommate_Email,Roommate_ALTEmail,Roommate_MoveIn,Roommate_MoveOut,Occupant_Type,Roommate_Occupant,Roommate_ACHOptOut,Roommate_Relationship,Roommate_Notes,Roommate_Code
t0629030,,,12223334444,,12223334444,,,,,,,,,,,,lark,,130-0259,,,,Nelson,Carrie,custtest+nelson.carriel@redisrupt.io,,,,1,0,0,Roommate,,r0026457
t0629057,,,,,12223334444,,,,,,,,,,,,lark,,230-0268,,,,Messer,Wilbert,custtest+bill.messer@redisrupt.io,,,,1,0,0,Guarantor,,r0028009
t0629073,,,12223334444,,,,,,,,,,,,,,lark,,500-0134,,,,Hall,Mark,custtest+mgghall@redisrupt.io,,,,1,0,0,Spouse,,r0026291
t0629124,,,,,,,,,,,,,,,,,lark,,WAITMARI,,,,Cross,Charles,custtest+ccross1426@redisrupt.io,,,,0,0,0,Roommate,,r0026301
t0629148,,,12223334444,,,,,12223334444,,,,,,,,,cove,,012-CAPT,,,,Lieser III,John (Ted),custtest+Ted@redisrupt.io,,12/27/2015,,1,0,0,Spouse,,r0026347
t0629176,,,12223334444,,,,,12223334444,,,,,,,,,lark,,180-2320,,,,Plescia,Michael,custtest+michael.plescia@redisrupt.io,,01/16/2016,,1,0,0,Spouse,,r0026617
t0629249,,,12223334444,,,,,,,,,,,,,,lark,,180-2252,,,,oliveira,mayara,custtest+nenellaoliveira@redisrupt.io,,,,1,0,0,Spouse,,r0026434
t0629338,,,,,12223334444,,,12223334444,,,,,,,,,lark,,130-0255,,,,Long,Sydney,custtest+cecegirl@redisrupt.io,,01/02/2016,,0,-1,0,Spouse,,r0026467
t0629340,,,,,,,,,,,,,,,,,lark,,900-0243,,,,Shiffman,Kelly,custtest+kellyshiffman@redisrupt.io,,02/12/2016,,1,0,0,Spouse,,r0026701
t0629349,,,,,,,,,,,,,,,,,cove,,014-GNWD,,,,Boise,William,,,,,0,0,0,Other,,r0026618
t0629478,,,12223334444,,,,,12223334444,,,,,,,,,cove,,022-GNWD,,,,Gravador,Rhoda,custtest+rhoda.gravador@redisrupt.io,,01/07/2016,,0,0,0,Spouse,,r0026567
t0629598,,,12223334444,,,,,,,,,,,,,,cove,,017-CHAN,,,,Olle,Judith,custtest+x.antolin@redisrupt.io,,,,1,0,0,Spouse,,r0026781
t0629598,,,,,,,,,,,,,,,,,cove,,017-CHAN,,,,Antolin,Andrea,,,,,,-1,,Other,,r0027654
t0629598,,,,,,,,,,,,,,,,,cove,,017-CHAN,,,,Antolin,Ariadna,,,,,,-1,,Other,,r0027655
t0629598,,,,,,,,,,,,,,,,,cove,,017-CHAN,,,,Antolin,Natalia,,,,,,-1,,Other,,r0027656
t0629627,,,,,,,12223334444,12223334444,,,,,,,,,lark,,170-2120,,,,Estes,Amanda,custtest+Amandaestes14@redisrupt.io,,01/09/2016,,0,-1,0,Roommate,,r0026578
t0629646,,,12223334444,,,,,,,,,,,,,,cove,,032-GNWD,,,,McKinney,Valerie,custtest+valeriemckinney@redisrupt.io,,,,1,0,0,Spouse,,r0026610
t0629646,,,,,,,,,,,,,,,,,cove,,032-GNWD,,,,McKinney,Hana,,,,,2,-1,0,,,r0026628
t0629646,,,,,,,,,,,,,,,,,cove,,032-GNWD,,,,McKinney,Karolina,,,,,2,-1,0,,,r0026629
t0629646,,,,,,,,,,,,,,,,,cove,,032-GNWD,,,,McKinney,Addie,,,,,2,-1,0,,,r0026630
t0629845,,,12223334444,,,,,,,,,,,,,,lark,,270-0290,,,,johnson,deborah,custtest+deborah42305@redisrupt.io,,,,1,0,0,Spouse,,r0026627
t0629852,,,,,,,,12223334444,,,,,,,,,lark,,270-0292,,,,costello,john,custtest+jcbasser@redisrupt.io,,01/14/2016,,0,-1,0,Spouse,,r0026601
t0629856,,,6969180690,,,,,,,,,,,,,,lark,,180-2247,,,,Klamecki,Lawrence,custtest+lawrence.klamecki@redisrupt.io,,,,1,0,0,Spouse,,r0026597
t0629896,,,12223334444,,,,,,,,,,,,,,lark,,180-2251,,,,Guzman,Amy,custtest+amymguzman@redisrupt.io,,,,1,0,0,Spouse,,r0026604
t0629906,,,12223334444,,,,,,,,,,,,,,cove,,012-CHAN,,,,Schiller,Dean,custtest+deansschiller@redisrupt.io,,,,1,0,0,Other,,r0026605
t0630010,,,12223334444,,,,,12223334444,,,,,,,,,lark,,WAITCLIP,,,Mr.,Keller,Andreas,andi_keller@web.de,,01/17/2016,,1,0,0,Spouse,,r0026622
t0630139,,,12223334444,,,,,,,,,,,,,,lark,,180-2251,,,,Membrere,Jacob,custtest+membrerejacob@redisrupt.io,,,,1,0,0,Roommate,,r0026644
t0630186,,,12223334444,,,,,,,,,,,,,,lark,,300-0124,,,,Morrone,Michael,custtest+mikemorrone@redisrupt.io,,,,1,0,0,Spouse,,r0026643
t0630206,,,12223334444,,,,,,,,,,,,,,cove,,121-BARB,,,,Crawford,Doug,custtest+doug-crawford@redisrupt.io,,,,1,0,0,Spouse,,r0026645
t0630242,,,12223334444,,,,,Kelly Law Registry,,,,,,,,,cove,,087-BARB,,,,Ward,Sean,custtest+sward7272@redisrupt.io,,02/12/2016,08/11/2016,1,0,0,Spouse,,r0026699
t0630273,,,,,,,12223334444,12223334444,,,,,,,,,lark,,160-2318,,,,Rabbitt,Greg,custtest+greg.rabbitt@redisrupt.io,,01/23/2016,,0,0,0,Spouse,,r0026647
t0630314,,,12223334444,,,,,,,,,,,,,,cove,,116-BARB,,,,Serwin,Lisa,custtest+lisaserwin@redisrupt.io,,,,1,0,0,Spouse,,r0026651
t0630354,,,12223334444,,,,,,,,,,,,,,lark,,900-0241,,,,Isaac,Lauren,custtest+lauren.isaac@redisrupt.io,,,,1,0,0,Spouse,,r0026681
t0630514,,,12223334444,,,,,,,,,,,,,,cove,,118-BARB,,,,Caltabiano,Kerri,custtest+klcaltabiano@redisrupt.io,,,,1,0,0,Other,,r0026662
t0630538,,,12223334444,,,,,,,,,,,,,,cove,,WAIT2-A,,,,Bernau,Heather,custtest+heatherbernau@redisrupt.io,,,,1,0,0,Spouse,,r0026661
t0630574,,,12223334444,,,,,,,,,,,,,,cove,,120-BARB,,,,Nicholson,David,custtest+david.nevadacity@redisrupt.io,,,,1,0,0,Spouse,,r0026665
t0630578,,12223334444,12223334444,,,,,,,,,,,,,,lark,,180-2253,,,,Evans,Susan,custtest+susieevans28@redisrupt.io,,,,1,0,0,Other,,r0026666
t0630578,,,,,12223334444,,,,,,,,,,,,lark,,180-2253,,,,Evans,Carol,custtest+carolinecuador@redisrupt.io,,,,1,0,,Guarantor,,r0026669
t0630587,,,12223334444,,,,,,,,,,,,,,lark,,140-2259,,,,Wilson,Kelcey,custtest+kelceywilson@redisrupt.io,,,07/14/2016,1,0,0,Roommate,,r0026667
t0630592,,,12223334444,,,,,,,,,,,,,,cove,,006-SEAD,,,,Quigley,Julie,custtest+juliequigley@redisrupt.io,,,,1,0,0,Spouse,,r0026668
t0630712,,,,,,,,12223334444,,,,,,,,,cove,,017-SEAD,,,,Jackson,Kirsten,custtest+kirstenjackson17@redisrupt.io,,02/08/2016,,0,-1,0,,,r0026692
t0630790,,,,,,,,,,,,,,,,,lark,,100-0102,,,Ms.,Ward,Sandra,custtest+san.jward@redisrupt.io,,,,,-1,,Other,,r0026698
t0630807,,,12223334444,,,,,,,,,,,,,,lark,,180-2253,,,,Bowles,Christopher,custtest+bowles.chris87@redisrupt.io,,,,1,0,0,Spouse,,r0026682
t0630823,,,,,,,,12223334444,,,,,,,,,lark,,WAITCASP,,,,QUIMBY,CHRISTOPHER,custtest+christopher_quimby@redisrupt.io,,02/08/2016,,0,-1,0,Spouse,,r0026690
t0630966,,,,,,,,12223334444,,,,,,,,,lark,,230-0166,,,,Israelyan,Yakov,custtest+yakov5552000@redisrupt.io,,02/13/2016,,0,-1,0,Roommate,,r0026711
t0631075,,,,,,12223334444,,12223334444,,12223334444,,,,,,,lark,,230-0164,,,,Wong,Jessica,custtest+jesswong52@redisrupt.io,,03/06/2016,,0,0,0,Roommate,,r0026709
t0631090,,,,,,,,12223334444,,,,,,,,,lark,,160-2236,,,,Evans,Louise,custtest+louise.evans@redisrupt.io,,02/13/2016,,0,-1,0,Spouse,,r0026713
t0631100,,,,,,,,12223334444,,,,,,,,,lark,,140-2256,,,,Hale,Joseph,custtest+nebhale@redisrupt.io,,03/05/2016,,0,-1,0,Spouse,,r0026844
t0631154,,,12223334444,,,,,,,,,,,,,,lark,,500-0230,,,,Newsome,Randall,custtest+ranjack58@redisrupt.io,,,,1,0,0,Spouse,,r0026717
t0631206,,,12223334444,,,,,,,,,,,,,,lark,,150-2122,,,Mrs.,Iorio,Emma,custtest+emma.iorio@redisrupt.io,,,,1,0,0,Other,,r0026722
t0631254,,,12223334444,,,,,,,,,,,,,,cove,,018-SALT,,,,Hardy,James,custtest+jamesphardy@redisrupt.io,,,,1,0,0,Spouse,,r0026773
t0631312,,,12223334444,,,,,,,,,,,,,,cove,,093-BARB,,,,Pontrelli,Piatra,custtest+piatrap@redisrupt.io,,,,1,0,0,Other,,r0026765
t0631351,,,12223334444,,,,,,,,,,,,,,cove,,115-BARB,,,,White,Sheila,custtest+srheinwhite@redisrupt.io,,,,1,0,0,Spouse,,r0026746
t0631384,,,,,,,,12223334444,,,,,,,,,lark,,300-0218,,,,Kenny,Daniel,custtest+sarsfieldnewinnkennys@redisrupt.io,,02/20/2016,,0,-1,0,Other,,r0026769
t0631390,,,12223334444,,,,,,,,,,,,,,cove,,094-BARB,,,,Bono,Natalya,custtest+nataliemoro@redisrupt.io,,,,1,0,0,Spouse,,r0026749
t0631417,,,,,,,,12223334444,,,,,,,,,lark,,210-2303,,,,Vasquez,Angelica,custtest+avasquez@redisrupt.io,,02/20/2016,,0,0,0,Spouse,,r0026764
t0631423,,,,,12223334444,,,12223334444,,,,,,,,,lark,,160-2233,,,,McAndrew,Carola,custtest+carolamcandrew@redisrupt.io,,02/19/2016,,0,0,0,Spouse,,r0026762
t0631495,,,12223334444,,,,,,,,,,,,,,cove,,124-BARB,,,,Prasol,Tetyana,custtest+TanyaPrasol@redisrupt.io,,,,1,0,0,Spouse,,r0026772
t0631576,,,12223334444,,,,,,,,,,,,,,cove,,115-BARB,,,,Sutherland,Denise,custtest+denise.sutherland@redisrupt.io,,,,1,0,0,Spouse,,r0027681
t0631583,,,12223334444,,,,,,,,,,,,,,lark,,WAITCLIP,,,,Bernal,David,custtest+dbernal80@redisrupt.io,,,,1,0,0,Other,,r0026790
t0631583,,,12223334444,,,,,,,,,,,,,,lark,,WAITCLIP,,,,Herrera-bernal,Graciela,custtest+dbernal80@redisrupt.io,,,,1,0,0,Spouse,,r0026791
t0631739,,,12223334444,,,,,,,,,,,,,,cove,,078-BARB,,,,Hunsberger,Amy,custtest+amyhunsberger@redisrupt.io,,,,1,0,0,Spouse,,r0026891
t0631821,,,12223334444,,,,,,,,,,,,,,lark,,180-2142,,,,Rice,Kelly,custtest+kar629@redisrupt.io,,,,1,0,0,Spouse,,r0026814
t0631830,,,12223334444,,,,,,,,,,,,,,cove,,020-CAPT,,,,Judd,Kirsten,custtest+kisten.judd@redisrupt.io,,,,1,0,0,Spouse,,r0026808
t0631830,,,12223334444,,,,,,,,,,,,,,cove,,020-CAPT,,,,Judd,Margaret,custtest+MARGEEJUDD@redisrupt.io,,,,1,0,0,Guarantor,,r0026809
t0631857,,,12223334444,,,,,,,,,,,,,,lark,,160-2137,,,,Wagner,Audrey,custtest+gould.audrey@redisrupt.io,,,,1,0,0,Spouse,,r0026861
t0631893,,,,,,,,12223334444,,,,,,,,,lark,,180-2144,,,,Harrington,Siobhan,custtest+skh1010@redisrupt.io,,02/28/2016,,0,-1,0,Spouse,,r0026816
t0632026,,,12223334444,,,,,,,,,,,,,,cove,,022-CAPT,,,,Harrow,Michelle,custtest+harrow@redisrupt.io,,,,1,0,0,Spouse,,r0027200
t0632051,,,12223334444,,,,,,,,,,,,,,cove,,122-BARB,,,,Cavanagh,Linda,custtest+lindajcavanagh@redisrupt.io,,,,1,0,0,Guarantor,,r0026892
t0632110,,,12223334444,,,,,,,,,,,,,,cove,,095-BARB,,,,Jacobs,Rosalind,custtest+roz@redisrupt.io,,,,1,0,0,Spouse,,r0026834
t0632219,,,12223334444,,,,,,,,,,,,,,cove,,083-BARB,,,,Giordano,Krista,custtest+kristagiordano@redisrupt.io,,,,1,0,0,Spouse,,r0026936
t0632355,,,,,,,,12223334444,,,,,,,,,cove,,022-CHAN,,,,Martens,Dave,custtest+davemartens@redisrupt.io,,03/16/2016,,0,-1,0,Spouse,,r0026895
t0632607,,,12223334444,,,,,,,,,,,,,,lark,,900-0236,,,,Grant,Molly,custtest+mollygrant125@redisrupt.io,,,,1,0,0,Spouse,,r0026887
t0632625,,,12223334444,,,,,,,,,,,,,,cove,,024-GNWD,,,,Engelbrecht,Cheminei,custtest+chemineiengelbrecht@redisrupt.io,,,,1,0,0,Spouse,,r0026896
t0632665,,,,,,,,12223334444,,,,,,,,,lark,,170-2224,,,,Regan,Eric,custtest+ericjamesregan@redisrupt.io,,03/20/2016,,0,-1,0,Spouse,,r0026918
t0632797,,,12223334444,,,,,,,,,,,,,,cove,,035-BARB,,,,SCRAFANO,ELISSA,custtest+elissa@redisrupt.io,,,,1,0,0,Spouse,,r0026943
t0632932,,,,,,,,12223334444,,,,,,,,,lark,,160-2241,,,,LOVY,DOROTHY,custtest+dorothylovy@redisrupt.io,,03/19/2016,,0,-1,0,Spouse,,r0026913
t0633005,,,12223334444,,,,,,,,,,,,,,lark,,500-0225,,,,Gay,Serge,custtest+sergeg@redisrupt.io,,,,1,0,0,Spouse,,r0026931
t0633075,,,12223334444,,,,,,,,,,,,,,lark,,WAITCLIP,,,Mr.,Whalen,Andrew,custtest+whalenaj1@redisrupt.io,,,,1,0,0,Spouse,,r0026950
t0633138,,,12223334444,,,,,12223334444,,,,,,,,,lark,,270-0290,,,,Chalmers,Caitlin,custtest+caitlin.chalmers@redisrupt.io,,04/05/2016,,1,0,0,Roommate,,r0027107
t0633215,,,12223334444,,,,,,,,,,,,,,lark,,180-2250,,,,Ali,Ali,custtest+alikhaleelalipe@redisrupt.io,,,,1,0,0,Other,,r0028707
t0633238,,,,,,,,12223334444,,,,,,,,,lark,,150-2126,,,,Willoughby,Laura,custtest+willoughby_laura@redisrupt.io,,03/26/2016,,0,-1,0,,,r0027038
t0633282,,,12223334444,,,,,,,,,,,,,,cove,,008-CHAN,,,,Halpert,Jo Ann,custtest+dermagirl@redisrupt.io,,,,1,0,0,Spouse,,r0027039
t0633333,,,12223334444,,,,,,,,,,,,,,cove,,015-SALT,,,,Tobin Willis,Mary,custtest+mymarywillis@redisrupt.io,,,,1,0,0,Spouse,,r0027042
t0633334,,,12223334444,,,,,,,,,,,,,,cove,,085-BARB,,,,Bussin,Jamie,custtest+jlbussin@redisrupt.io,,,,1,0,0,Other,,r0027041
t0633585,,,12223334444,,,,,12223334444,,,,,,,,,lark,,230-0270,,,,Law,Colette,custtest+colette.lagueux@redisrupt.io,,04/14/2016,,0,0,0,Spouse,,r0027152
t0633627,,,12223334444,,,,,,,,,,,,,,cove,,018-CAPT,,,,Pfister Schneider,Jeremy,custtest+jeremyschneider@redisrupt.io,,,,1,0,0,Spouse,,r0027076
t0633627,,,12223334444,,,,,,,,,,,,,,cove,,018-CAPT,,,,Pfister,Eileen,custtest+oni321@redisrupt.io,,,,1,0,0,Other,,r0027077
t0633639,,,12223334444,,,,,12223334444,,,,,,,,,cove,,014-SEAD,,,,McCrady,Julie,custtest+jamccrady@redisrupt.io,,04/02/2016,,0,0,0,Spouse,,r0027100
t0633688,,,,,,,,12223334444,,,,,,,,,lark,,230-0161,,,,Gal,Matthew,custtest+mattgal32@redisrupt.io,,04/02/2016,,0,0,0,,,r0027082
t0633790,,,12223334444,,,,,,,,,,,,,,cove,,140-BARB,,,,McElreath,Christi,custtest+soonerfamilyca@redisrupt.io,,,,1,0,0,Spouse,,r0027105
t0633921,,,,,,,,,,,,,,,,,cove,,037-GNWD,,,,Brown,Lydia,custtest+lydiambrown@redisrupt.io,,,,0,0,0,Spouse,,r0027425
t0633933,,,,,,,,12223334444,,,,,,,,,lark,,250-0275,,,,Hernandez,Michael,custtest+mghernandez@redisrupt.io,,04/06/2016,,0,-1,0,Spouse,,r0027110
t0634018,,,12223334444,,,,,,,,,,,,,,cove,,082-BARB,,,,Nunnally,Lauren,custtest+lnunnally@redisrupt.io,,,,1,0,0,Spouse,,r0027124
t0634089,,,,,,,,12223334444,,,,,,,,,lark,,140-2260,,,,Harden,Michael,custtest+hardenmc@redisrupt.io,,04/09/2016,,0,-1,0,Spouse,,r0027128
t0634173,,,12223334444,,,,,,,,,,,,,,cove,,068-BARB,,,,Contreras Ruiz,Alicia,custtest+aliciacontreras@redisrupt.io,,,,1,0,0,Spouse,,r0027129
t0634408,,,12223334444,,,,,,,,,,,,,,cove,,076-BARB,,,,Juszczak,Jeremy,custtest+jeremyj6677@redisrupt.io,,,,1,0,0,Spouse,,r0027182
t0634628,,,12223334444,,,,,12223334444,,,,,,,,,lark,,270-0177,,,,Smith,Shannon,custtest+shansmithjd@redisrupt.io,,04/19/2016,,1,0,0,Spouse,,r0027199
t0634868,,,12223334444,,,,,,,,,,,,,,cove,,088-BARB,,,,Whyte,Matthew,custtest+mwhyte78@redisrupt.io,,,,1,0,0,Spouse,,r0027249
t0635066,,,12223334444,,,,,,,,,,,,,,cove,,080-BARB,,,,Martin,Sarah,custtest+sarjaworski@redisrupt.io,,,,1,0,0,Spouse,,r0027256
t0635123,,,12223334444,,,,,,,,,,,,,,cove,,131-BARB,,,,Chavarria,Angie,custtest+angie_chavarria@redisrupt.io,,,,1,0,0,Spouse,,r0027304
t0635199,,,12223334444,,,,,,,,,,,,,,lark,,160-2129,,,,Jones,James,custtest+bryan@redisrupt.io,,,,1,0,0,Spouse,,r0027350
t0635226,,,12223334444,,,,,,,,,,,,,,cove,,091-BARB,,,,Ahsanullah,Anne,custtest+alahsanullah@redisrupt.io,,,,1,0,0,Spouse,,r0027352
t0635246,,,,,,,,12223334444,,,,,,,,,lark,,160-2132,,,,Bourdon,Bruce,custtest+bruce.bourdon@redisrupt.io,,05/15/2016,,1,0,0,Spouse,,r0027525
t0635382,,,,,,,,,,,,,,,,,cove,,063-BARB,,,,Wilson,Bennett,,,,,2,-1,0,Other,,r0027331
t0635382,,,,,,,,,,,,,,,,,cove,,063-BARB,,,,Wilson,Max,,,,,2,-1,0,Other,,r0027332
t0635382,,,,,,,,,,,,,,,,,cove,,063-BARB,,,,Wilson,Lauren,,,,,2,-1,0,Other,,r0027333
t0635560,,,,,,,,12223334444,,,,,,,,,cove,,015-CAPT,,,,Sumpter,Cameron,custtest+cs@redisrupt.io,,05/05/2016,,1,0,0,Roommate,,r0027373
t0635562,,,12223334444,,,,,,,,,,,,,,cove,,081-BARB,,,,Javkhedkar,Shubhada,custtest+sudjosh@redisrupt.io,,,,1,0,0,Spouse,,r0027351
t0635583,,,12223334444,,,,,,,,,,,,,,cove,,072-BARB,,,,Buckels,Joshua,custtest+joshua_buckels@redisrupt.io,,,,1,0,0,Roommate,,r0027336
t0635590,,,12223334444,,,,,,,,,,,,,,cove,,064-BARB,,,,Orza,Suzanne,custtest+suzyspaulding@redisrupt.io,,,,1,0,0,Spouse,,r0027343
t0635615,,,12223334444,,,,,,,,,,,,,,cove,,135-BARB,,,,Hernandez,Craig,custtest+Synthboard@redisrupt.io,,,,1,0,0,Spouse,,r0027341
t0635699,,,,,,,,12223334444,,,,,,,,,lark,,170-2119,,,,Watts,David,custtest+wattsd@redisrupt.io,,05/19/2016,,0,0,0,Guarantor,,r0027568
t0635947,,,,,,,,12223334444,,,,,,,,,lark,,500-0229,,,,Field,Brenda,custtest+travelguru32@redisrupt.io,,05/06/2016,,0,-1,0,Spouse,,r0027381
t0636058,,,12223334444,,,,,,,,,,,,,,lark,,WAITMARI,,,,Sieber,Karolina,custtest+karolineinthecity10@redisrupt.io,,,,1,0,0,Spouse,,r0027423
t0636415,,,12223334444,,,,,,,,,,,,,,cove,,WAIT1X1A,,,,Pullen,Megen,custtest+megenel@redisrupt.io,,,,1,0,0,Spouse,,r0027462
t0636479,,,12223334444,,,,,,,,,,,,,,cove,,147-BARB,,,,Siroka,Alejandra,custtest+alejandra.siroka@redisrupt.io,,,,1,0,0,Spouse,,r0027483
t0636524,,,,,,12223334444,,12223334444,,12223334444,,,,,,,lark,,230-0265,,,,Vohland,Cheryl,custtest+cherylvohland@redisrupt.io,,05/14/2016,,0,-1,0,Spouse,,r0027497
t0636544,,,12223334444,,,,,12223334444,,,,,,,,,lark,,300-0215,,,,Bricker,Danielle,custtest+danielleb_23@redisrupt.io,,05/14/2016,,0,0,0,Other,,r0027504
t0636548,,,12223334444,,,,,12223334444,,,,,,,,,cove,,143-BARB,,,,Hicks,Kimberly,custtest+kahicks9562@redisrupt.io,,05/15/2016,,1,0,0,Guarantor,,r0027519
t0636568,,12223334444,,,,,,,,,,,,,,,cove,,140-BARB,,,,Burke,Beverly,custtest+beverlyburke2@redisrupt.io,,,,,0,,Spouse,,r0027616
t0636581,,,12223334444,,,,,,,,,,,,,,cove,,018-BARB,,,,Foss,Alyssa,custtest+alyssajfoss@redisrupt.io,,,,1,0,0,Spouse,,r0027526
t0636589,,,12223334444,,,,,,,,,,,,,,cove,,WAIT1X1A,,,,Thomas,Elizabeth,custtest+elizabeth.f.thomas@redisrupt.io,,,,1,0,0,Spouse,,r0027527
t0636702,,,12223334444,,,,,,,,,,,,,,cove,,020-BARB,,,,OConnor,Kathleen,custtest+kathleen.oconnor4@redisrupt.io,,,,1,0,0,Spouse,,r0027607
t0636703,,,12223334444,,,,,12223334444,,,,,,,,,lark,,190-2112,,,,kilian,jerry,custtest+kilianj@redisrupt.io,,05/20/2016,,0,0,0,Spouse,,r0027588
t0636716,,,,,,,,12223334444,,,,,,,,,lark,,300-0119,,,,Alcorn,Corin,custtest+coringulley@redisrupt.io,,06/16/2016,,0,-1,0,Spouse,,r0027821
t0636986,,,,,12223334444,,,,,,,,,,,,cove,,010-SEAD,,,,Kitson,Sophie,custtest+sophiekitson@redisrupt.io,,,,1,0,0,Spouse,,r0027653
t0637091,,,,,,,,12223334444,,,,,,,,,lark,,WAITSAND,,,,Denton,Karin,custtest+kjohanna07@redisrupt.io,,05/22/2016,,0,-1,0,Roommate,,r0027619
t0637133,,,12223334444,,,,,12223334444,,,,,,,,,lark,,180-2145,,,,Reichenberger,Marina,custtest+marinareichen@redisrupt.io,,05/23/2016,,1,0,0,Spouse,,r0027628
t0637166,,,12223334444,,,,,,,,,,,,,,lark,,150-2310,,,Mr.,McClure,John,custtest+umccljo@redisrupt.io,,,,1,0,0,Spouse,,r0027687
t0637266,,,,,,,,12223334444,,,,,,,,,lark,,900-0244,,,,WHALEN,THOMAS,custtest+tomwhalen@redisrupt.io,,06/03/2016,,0,0,0,Spouse,,r0027707
t0637274,,,12223334444,,,,,,,,,,,,,,lark,,110-0248,,,,Bernstein,Taryn,custtest+tarynbernstein@redisrupt.io,,,,1,0,0,Spouse,,r0027678
t0637405,,,,,,,,12223334444,,,,,,,,,lark,,190-2109,,,,Rodriguez,Jennifer,custtest+jenn.r.rodriguez@redisrupt.io,,05/28/2016,,0,0,0,Spouse,,r0027673
t0637417,,,12223334444,,,,,12223334444,,,,,,,,,lark,,300-0218,,,,ORourke,Sean,custtest+sf.orourke09@redisrupt.io,,05/28/2016,,1,0,0,Spouse,,r0027675
t0637490,,,12223334444,,,,,,,,,,,,,,cove,,016-CHAN,,,,Jarrett,Grant,custtest+grantdjarrett@redisrupt.io,,,,1,0,0,Spouse,,r0027709
t0637551,,,12223334444,,,,,,,,,,,,,,cove,,020-SEAD,,,,Goepp,Daniel (Danny),custtest+dangoepp@redisrupt.io,,,,1,0,0,Spouse,,r0027686
t0637571,,,,,,,,,,,,,,,,,cove,,087-BARB,,,,Terrier,Marion,,,,,,0,,Spouse,,r0027696
t0637711,,,12223334444,,,,,,,,,,,,,,cove,,129-BARB,,,Mrs.,Montgomery,Charlotte,custtest+fredandcharlotte@redisrupt.io,,,,1,0,0,Spouse,,r0027703
t0637801,,,12223334444,,,,,,,,,,,,,,cove,,109-BARB,,,Ms.,Tatla,Rupinder (Ruby),custtest+rubytatla@redisrupt.io,,,,1,0,0,Spouse,,r0027719
t0637820,,,,,,,,12223334444,,,,,,,,,lark,,160-2134,,,,Gibson,Ava,custtest+avaelaine1985@redisrupt.io,,06/04/2016,,0,-1,0,,,r0027716
t0638028,,,12223334444,,,,,,,,,,,,,,cove,,023-BARB,,,Ms.,Zhalsanova,Zhargalma,custtest+zhalsanova.z@redisrupt.io,,,,1,0,0,Spouse,,r0027745
t0638031,,,12223334444,,,,,,,,,,,,,,cove,,021-CAPT,,,,Baker,Aaron,custtest+Clementibaker@redisrupt.io,,,,1,0,0,Spouse,,r0027737
t0638148,,,,,,,,,,,,,,,,,cove,,033-BARB,,,,Carlborn,Peder,,,,,,0,,Other,,r0028141
t0638169,,,12223334444,,,,,12223334444,,,,,,,,,lark,,100-0109,,,,Jackson,April,custtest+apriljanejack@redisrupt.io,,06/13/2016,,1,0,0,Roommate,,r0027790
t0638273,,,,,,,,,,,,,,,,,cove,,011-GNWD,,,,McArthur,Marisa,,,,,0,0,0,Spouse,,r0027822
t0638400,,,12223334444,,,,,,,,,,,,,,cove,,127-BARB,,,,Rowan,Samuel,custtest+rowansn@redisrupt.io,,,,1,0,0,Roommate,,r0027779
t0638454,,,12223334444,,,,,,,,,,,,,,cove,,006-CHAN,,,Mr.,Davaille,Tristan,custtest+tristan.davaille@redisrupt.io,,,,1,0,0,Spouse,,r0027839
t0638544,,,12223334444,,,,,,,,,,,,,,cove,,012-SEAD,,,,Shaftan,Elena,custtest+shaftan.e@redisrupt.io,,,,1,0,0,Spouse,,r0027792
t0638990,,,,,,,,12223334444,,,,,,,,,lark,,210-2202,,,,Perrelli,Brogan,custtest+brogan.perrelli@redisrupt.io,,06/19/2016,,0,-1,0,Roommate,,r0027872
t0638992,,,12223334444,,,,,,,,,,,,,,lark,,210-2207,,,,Kircher,Erin,custtest+erinkircher@redisrupt.io,,06/24/2016,,0,0,0,Spouse,,r0027952
t0639006,,,12223334444,,,,,12223334444,,,,,,,,,lark,,100-0114,,,,Collins,Jenn,custtest+jenncollins2453@redisrupt.io,,06/21/2016,,1,0,0,Roommate,,r0027896
t0639006,,,12223334444,,,,,12223334444,,,,,,,,,lark,,100-0114,,,,collins,david,custtest+411collins@redisrupt.io,,06/21/2016,,1,0,0,Guarantor,,r0027898
t0639783,,,,,,,,12223334444,,,,,,,,,cove,,042-BARB,,,,Cates,C Miranda,custtest+veahawaii@redisrupt.io,,07/03/2016,,0,-1,0,Spouse,,r0028078
t0639783,,,,,,,,,,,,,,,,,cove,,042-BARB,,,,Deepa Sabhapathy,ERM,,,,,,0,,Other,,r0028085
t0639866,,,,,,12223334444,,12223334444,,12223334444,,,,,,,lark,,210-2102,,,,Paulson,Derek,custtest+basikcafe@redisrupt.io,,06/30/2016,,0,0,0,Spouse,,r0028048
